slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
walletkit,WalletKit,walletkit.png,"Smart wallet infrastructure platform providing SDKs and APIs for email/social onboarding, gasless transactions, recoverable wallets, and multi-chain support.","https://walletkit.com/","https://docs.walletkit.com/welcome/introduction",,,,,,,FALSE,
wanchain,Wanchain,wanchain.png,Decentralized blockchain interoperability network building direct cross-chain bridges across 50+ networks to enable cross-chain DeFi applications and asset transfers.,"https://www.wanchain.org/","https://docs.wanchain.org/",wanchain_org,wandevs,,,,,FALSE,
watchdata,WatchData,watchdata.png,"Blockchain API infrastructure provider offering developer tools, node endpoints, and indexing services for building Web3 applications across multiple blockchain networks","https://www.watchdata.io/","https://docs.watchdata.io/",watchdata_io,,invite/TZRJbZ6bdn,,,,FALSE,
web3-js,Web3.js,web3-js.png,JavaScript/TypeScript library that provides an API to interact with Ethereum nodes i.e send transactions query blockchain,"https://web3js.org/","https://web3js.readthedocs.io/en/v1.10.0/",,web3/web3.js,,,,,FALSE,
web3-py,Web3.py,web3-py.png,"Python library for interacting with Ethereum and EVM blockchains, commonly used in dApps for sending transactions, reading block data, and interacting with smart contracts","https://web3py.readthedocs.io/en/stable/","https://web3py.readthedocs.io/en/stable/",,,,,,,FALSE,
web3auth,Web3Auth,web3auth.png,OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,"https://web3auth.io/","https://web3auth.io/docs/",web3auth,web3auth,,,,,FALSE,
wert,Wert,wert.png,Fiat-to-crypto payment infrastructure providing seamless onramp and NFT checkout via card and mobile payments with compliance-first approach.,"https://wert.io/","https://docs.wert.io/docs/introduction",,,,,,,FALSE,
wevm,wevm,wevm.png,"Independent collective building open-source TypeScript developer tools, including Viem, Wagmi, ABIType, Vocs, and other software for Ethereum and adjacent ecosystems.","https://wevm.dev/",,wevm_dev,wevm,xCUz9FRcXD,,,dev@wevm.dev,FALSE,
wigwam,Wigwam,wigwam.png,"Multi-chain Web3 wallet supporting 10,000+ tokens across all major blockchains, featuring integrated trading, advanced token analytics, and MPC-based key management.","https://wigwam.app/",,,wigwamapp,,,,,FALSE,
witnet,Witnet,witnet.png,"Decentralized oracle network using Proof-of-Stake consensus and cryptographic mechanisms to deliver censorship-resistant data feeds to smart contracts, powered by the native $WIT coin with validator and delegated staking.","https://witnet.io/","https://docs.witnet.io/",,witnet,,,,,FALSE,
wormhole,Wormhole,wormhole.png,"Cross-chain messaging protocol connecting 45+ blockchains, providing institutional-grade infrastructure for token transfers, data messaging, and multichain application integration.","https://wormhole.com/","https://wormhole.com/docs/",wormhole,wormhole-foundation,,,,,FALSE,
xandeum,Xandeum,,"Solana-native decentralized storage layer providing exabyte-scale file systems, random-access storage primitives, configurable redundancy, and verifiable reads and writes through community pNodes.","https://www.xandeum.network/","https://docs.xandeum.network/",,,,,,,FALSE,
xangle,Xangle,xangle.png,Cross-chain blockchain analytics platform and on-chain data explorer providing fund flow tracking and network insights.,"https://xangle.io/",,,,,,,,FALSE,
xbull-wallet,xBull Wallet,xbull-wallet.png,"Stellar network wallet providing hybrid account management with passkeys and smart contract functionality, built by Creit Tech.","https://xbull.app/",,,,,,,,FALSE,
xdc-network,XDC Network,xdc-network.png,"Enterprise-focused Layer 1 blockchain providing public JSON-RPC endpoints and official developer infrastructure for EVM-compatible applications.","https://xdc.org/","https://docs.xdc.network/",XDCNetwork,XinFinOrg,,,,,FALSE,
xrpscan,XRPScan,xrpscan.png,"XRPL explorer and analytics platform providing transaction lookup, ledger inspection, validator insights, and ecosystem dashboards for the XRP Ledger.","https://xrpscan.com/",,,,,,,,FALSE,
ywallet,Ywallet,ywallet.png,Feature-rich Zcash and Ycash cryptocurrency wallet with advanced functionality for private transactions,"https://ywallet.app/",,,,,,,,FALSE,
zapper,Zapper,zapper.png,"Multi-chain DeFi portfolio tracker and Web3 explorer providing real-time dashboards for assets, NFTs, liquidity positions, and on-chain activity across Ethereum and major EVM networks.","https://zapper.xyz/","https://build.zapper.xyz/",,Zapper-fi,,,,,FALSE,
zashi,Zashi,zashi.png,Zcash-powered mobile wallet providing privacy-focused transaction management with shielded Zcash support and cross-chain private payments,"https://zodl.com/",,,,,,,,FALSE,
zcash,Zcash,zcash.png,Privacy-protecting cryptocurrency using zero-knowledge encryption to enable private peer-to-peer payments and shielded transactions.,"https://z.cash/","https://z.cash/ecosystem/official-zcash-wallet-sdks/",,zcash/zcash-android-wallet-sdk,,,,,FALSE,
zecwallet,Zecwallet,zecwallet.png,Provides wallet solutions for Web3 developers and users.,"https://zecwallet.co/",,,adityapk00/zecwallet-lite,,,,,FALSE,
zeeve,Zeeve,zeeve.png,"Enterprise blockchain infrastructure platform for deploying custom L1/L2/L3 chains (Arbitrum Orbit, zkSync ZK Stack, OP Stack, Polygon CDK, Avalanche, Cosmos) and dedicated RPC, validator, and archive nodes.","https://www.zeeve.io","https://docs.zeeve.io/rpc-nodes",,,,,,,FALSE,
zengo,Zengo,zengo.png,"Keyless self-custodial cryptocurrency wallet using Multi-Party Computation to eliminate seed phrases, securing key shares across multiple locations with biometric recovery.","https://zengo.com/","https://help.zengo.com/en/",,,,,,,FALSE,
zerion,Zerion,zerion.png,"Non-custodial DeFi wallet and portfolio tracker for Ethereum, Solana, and 51+ EVM networks, with integrated swap aggregation, bridge routing, NFT management, and human-readable transaction simulation across 8,000+ protocols.","https://zerion.io/","https://developers.zerion.io/introduction",zerion,zeriontech,,,,,FALSE,
zerodev,ZeroDev,zerodev.png,"Smart account SDK supporting ERC-4337 and EIP-7702, enabling key abstraction, gas sponsorship, transaction batching, session keys, and chain abstraction across 50+ networks","https://zerodev.app/","https://docs.zerodev.app/",zerodev_app,zerodevapp,,,,,FALSE,
zerohash,Zerohash,zerohash.png,"It allows businesses, wallets, and apps to integrate fiat-to-crypto (on-ramp) and crypto-to-fiat (off-ramp) functionality via a simple API, supporting over 60-80 crypto assets across 20+ networks and fiat methods like ACH, RTP, and SEPA.","https://zerohash.com/",https://docs.zerohash.com/,zerohashx,,,,,,FALSE,
ziion-linux-distro,Ziion Linux distro,ziion-linux-distro.png,"Functions as a specialized, pre-configured provider of developer and security tools for the blockchain and Web3 ecosystem","https://www.ziion.org/",,,,,,,,FALSE,
zkbridge,zkBridge,zkbridge.png,"Trustless cross-chain bridge protocol powered by zero-knowledge proofs for enabling secure interoperability between blockchains","https://zkbridge.com/","https://docs.zkbridge.com/",,,,,,,FALSE,
zksync,Zksync,zksync.png,"ZK rollup ecosystem and Elastic Network on Ethereum, providing the ZK Stack for building interoperable ZK chains with developer tooling and Prividium enterprise privacy features.","https://www.zksync.io/","https://docs.zksync.io/",zksync,matter-labs,,,,,FALSE,
zondax,Zondax,zondax.png,"Blockchain development tools provider offering SDKs and infrastructure for smart contract platforms and hardware wallet support.","https://zondax.ch/","https://docs.zondax.ch/",_zondax_,Zondax,,,,,FALSE,
zypto,Zypto,zypto.png,"Provides wallet solutions for Web3 developers and users.","https://zypto.com/",,,,,,,,FALSE,

