slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag
orbitflare-enterprise,OrbitFlare,,"[""[Website](https://orbitflare.com)"",""[Docs](https://docs.orbitflare.com/welcome)""]",,Enterprise,Archive,RPC,Solana JSON-RPC,mainnet,$3K,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""DAS"",""gRPC""]",,"[""SSL"",""IP Protection"",""Custom Rate Limiting""]","[""Full customer facing API"",""Analytics including RPS, TPS, methods""]","[""Europe"",""US"",""Asia""]",,,
orbitflare-pay-as-you-go,OrbitFlare,,"[""[Website](https://orbitflare.com)"",""[Docs](https://docs.orbitflare.com/welcome)""]",,Pay-as-you-go,Archive,RPC,Solana JSON-RPC,mainnet,$399-999,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""DAS"",""gRPC""]","[""100/300/500 rps""]","[""SSL"",""IP Protection"",""Custom Rate Limiting""]","[""Full customer facing API"",""Analytics including RPS, TPS, methods""]","[""Europe"",""US"",""Asia""]",,,
quicknode-devnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-build-full-archive,,!offer:quicknode-build-full-archive,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-build-recent-state,,!offer:quicknode-build-recent-state,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-business-full-archive,,!offer:quicknode-business-full-archive,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-business-recent-state,,!offer:quicknode-business-recent-state,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-scale-full-archive,,!offer:quicknode-scale-full-archive,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-devnet-scale-recent-state,,!offer:quicknode-scale-recent-state,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-full-archive,,!offer:quicknode-accelerate-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-recent-state,,!offer:quicknode-accelerate-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-full-archive,,!offer:quicknode-build-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,,!offer:quicknode-build-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-full-archive,,!offer:quicknode-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-recent-state,,!offer:quicknode-business-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-full-archive,,!offer:quicknode-scale-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-recent-state,,!offer:quicknode-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
shyft-devnet-accelerate-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Accelerate,Tiered,Archive,Indexed Data,Solana JSON-RPC,devnet,$649/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""40 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-accelerate-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Accelerate,Tiered,Pruned,RPC,Solana JSON-RPC,devnet,$649/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""400 RPC reqs/s"",""80 sendTransaction/s"",""100 API reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-build-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Build,Tiered,Archive,Indexed Data,Solana JSON-RPC,devnet,$199/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""10 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-build-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Build,Tiered,Pruned,RPC,Solana JSON-RPC,devnet,$199/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""100 RPC reqs/s"",""20 sendTransaction/s"",""10 API reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-dedicated-indexer,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Dedicated,Archive,Indexed Data,Solana JSON-RPC,devnet,up to 1.8K/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-dedicated-recent-state,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Dedicated,Pruned,RPC,Solana JSON-RPC,devnet,up to 1.8K/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-enterprise-indexer,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Enterprise,Archive,Indexed Data,Solana JSON-RPC,devnet,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-enterprise-recent-state,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Enterprise,Pruned,RPC,Solana JSON-RPC,devnet,Custom,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-free-indexer,Shyft,,"[""[Website](https://shyft.to/)"",""[Docs](https://docs.shyft.to/)""]",,Free,Archive,Indexed Data,Solana JSON-RPC,devnet,$0,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""1 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-free-recent-state,Shyft,,"[""[Website](https://shyft.to/)"",""[Docs](https://docs.shyft.to/)""]",,Free,Pruned,RPC,Solana JSON-RPC,devnet,$0,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""10 RPC reqs/s"",""1 sendTransaction/s"",""1 API req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-grow-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Grow,Tiered,Archive,Indexed Data,Solana JSON-RPC,devnet,$349/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""20 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-grow-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Grow,Tiered,Pruned,RPC,Solana JSON-RPC,devnet,$349/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""150 RPC reqs/s"",""40 sendTransaction/s"",""30 API reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-hack-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Hack,Tiered,Archive,Indexed Data,Solana JSON-RPC,devnet,$49/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""10 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-hack-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Hack,Tiered,Pruned,RPC,Solana JSON-RPC,devnet,$49/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""10M credits/mo"",""50 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-launch-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Launch,Tiered,Archive,Indexed Data,Solana JSON-RPC,devnet,$199/mo,$3.3/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""30 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-launch-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Launch,Tiered,Pruned,RPC,Solana JSON-RPC,devnet,$199/mo,$3.3/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""100M credits"",""150 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-scale-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Scale,Tiered,Archive,Indexed Data,Solana JSON-RPC,devnet,$499/mo,$1.65/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""150 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-devnet-scale-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Scale,Tiered,Pruned,RPC,Solana JSON-RPC,devnet,$499/mo,$1.65/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""500M credits/mo"",""400 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-accelerate-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Accelerate,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$649/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""40 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-accelerate-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Accelerate,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$649/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""400 RPC reqs/s"",""80 sendTransaction/s"",""100 API reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-build-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Build,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$199/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""10 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-build-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Build,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$199/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""100 RPC reqs/s"",""20 sendTransaction/s"",""10 API reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-dedicated-indexer,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Dedicated,Pruned,RPC,Solana JSON-RPC,mainnet,up to 1.8K/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-dedicated-recent-state,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Dedicated,Pruned,RPC,Solana JSON-RPC,mainnet,up to 1.8K/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-enterprise-indexer,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Enterprise,Pruned,RPC,Solana JSON-RPC,mainnet,Custom,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-enterprise-recent-state,Shyft,,"[""[Contact](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",,Enterprise,Pruned,RPC,Solana JSON-RPC,mainnet,Custom,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Custom limits""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-free-indexer,Shyft,,"[""[Website](https://shyft.to/)"",""[Docs](https://docs.shyft.to/)""]",,Free,Pruned,RPC,Solana JSON-RPC,mainnet,$0,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""1 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-free-recent-state,Shyft,,"[""[Website](https://shyft.to/)"",""[Docs](https://docs.shyft.to/)""]",,Free,Pruned,RPC,Solana JSON-RPC,mainnet,$0,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""10 RPC reqs/s"",""1 sendTransaction/s"",""1 API req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-grow-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Grow,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$349/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""20 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-grow-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Grow,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$349/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""Unlimited credits"",""150 RPC reqs/s"",""40 sendTransaction/s"",""30 API reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-hack-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Hack,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$49/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""10 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-hack-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Hack,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$49/mo,,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""10M credits/mo"",""50 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-launch-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Launch,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$199/mo,$3.3/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""30 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-launch-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Launch,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$199/mo,$3.3/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""100M credits"",""150 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-scale-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Scale,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$499/mo,$1.65/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""GraphQL APIs""]","[""150 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
shyft-mainnet-scale-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Scale,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$499/mo,$1.65/1M extra credits,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""500M credits/mo"",""400 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,
syndica-devnet-hyperscale-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",HyperScale,Enterprise,Recent-State,RPC,EVM JSON-RPC,devnet,Custom,Custom,NULL,NULL,NULL,99.99%,,,,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""Custom""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",null,
